epoch,acc,f1,loss
0,0.9903833994139526,0.00044442740672868335,0.04840909055592032
1,0.9944615296745772,0.0,0.03375131321222252
2,0.994463358130718,3.0700434581773224e-05,0.030491593343529827
3,0.994458578715711,0.0006708305072318172,0.027335569723566887
4,0.9944454606393281,0.004112760336328914,0.024501653027766693
5,0.9944270557722088,0.013657142370444715,0.02211469803861195
6,0.994405463674514,0.037048170760824846,0.01987698399589993
7,0.9944170587600741,0.07309212774322864,0.018026880275014995
8,0.9944811502361623,0.13223164965395107,0.016221305842627688
9,0.9946416129239815,0.1966384194234142,0.014840486820668224
10,0.994979864469976,0.291048581761922,0.01316698930663123
11,0.9953343626939678,0.3738958536752293,0.011902339196496284
12,0.995789160583761,0.4629016855934204,0.010641153698389319
13,0.9962697293312418,0.5409881352206393,0.009503058049481055
14,0.9967687868880449,0.6179548872503396,0.008311644644615326
15,0.997141875550729,0.6676138634725073,0.007496218453131742
16,0.9975060761134474,0.7162280576587603,0.006642481729567888
17,0.9977796293585208,0.7512769190404238,0.005930292031855032
18,0.9980238411163239,0.7834725559187307,0.005370771933392822
19,0.9981406411650058,0.7966303678286863,0.005118041594101613
20,0.9984208132733607,0.8320781730609336,0.004336184081070064
21,0.9985954178292604,0.8528495966541119,0.003890219757420706
22,0.998673843830446,0.8614705243181697,0.0036909416030363007
23,0.9987862716266784,0.8742537275482625,0.0034387696559759866
24,0.9988485855391803,0.8812838206955494,0.0032344570532691296
25,0.998935892715692,0.8913538840400718,0.0030192231642213394
26,0.998984295843239,0.8975611692211012,0.0029069963089430133
27,0.9990263879103191,0.9030265433736797,0.002736196993532667
28,0.9991200606814727,0.9134989935925018,0.002468027181470382
29,0.9990885379298519,0.9097850993064703,0.002610075379661927
30,0.9992122406031572,0.9230554785443331,0.002245434123445461
31,0.9992410182333656,0.9262612791004613,0.002179676987443665
