epoch,acc,f1,loss
0,0.9875136170959359,0.000996394598119585,0.05890275961042291
1,0.9943816926856812,0.011544341205235436,0.03449433737866207
2,0.9969345245702376,0.028531147833759,0.01947857611805907
3,0.9991565612288745,0.0,0.006193464381247572
4,0.9962716132262655,0.001378164814342761,0.027999555100791405
5,0.9859194920343511,0.008163501251050654,0.07391280388130861
6,0.9857077581124635,0.005733220188311088,0.06895627181535031
7,0.9892036180737248,2.505615185129321e-05,0.0463766696448018
8,0.9890580848298234,0.0012759462768261237,0.04234845937828326
9,0.9897612142653136,0.016036834529918616,0.03812370773968198
10,0.9893368971944498,0.03368070258025492,0.039360182612066114
11,0.9881941643465254,0.0550285335484159,0.043903798458386226
12,0.9877909257644788,0.09236987289871945,0.04329572816139074
13,0.9880679383732632,0.13703799710813733,0.040550219416130795
14,0.9903737324308418,0.19548685670413188,0.030782034509695615
15,0.9899893600493416,0.2041986035954045,0.03274341408123999
16,0.9897631094452755,0.22226637256423848,0.0344617657393329
17,0.9873041037571545,0.19111885745090593,0.048192456069469404
18,0.9882629733722393,0.28968370430566637,0.03509362983211773
19,0.988049724374384,0.35910757513858865,0.03320267207629356
20,0.9892705856686271,0.452154107209957,0.028761002114890646
21,0.9910289013665428,0.5406933293226707,0.02406598438288053
22,0.98967421659852,0.4520844611841941,0.029712710271842382
23,0.988013632620395,0.49266051462004395,0.03324321825764147
24,0.9893808595092844,0.5531180082010848,0.02903248459180897
25,0.991164592690123,0.6259711255774465,0.023317697934051265
26,0.9913839673911972,0.6067195834011632,0.022705885950310412
27,0.9921719155800305,0.6657499903677211,0.020647177674411668
28,0.993100363456758,0.6939870530389026,0.018182639109554928
29,0.9919797931517742,0.6179496523693213,0.023019379277230315
30,0.9830509091636596,0.39592567725523764,0.08409018572015858
31,0.9949196307854138,0.1762762045686703,0.025561821155743698
32,0.9959218156211828,0.46130395099480886,0.01468572965647862
33,0.9980279917002584,0.22919460100756156,0.008332823000071366
34,0.9990778470326188,0.11986046372402276,0.0037069793149287177
35,0.9955871500915281,0.17317074581379271,0.025874607553175746
36,0.9870955865523394,0.314594524678062,0.05993493367863052
37,0.9885424472074653,0.2720934766239576,0.048905149743890694
38,0.9896155265688353,0.18351476662448726,0.03684655485578073
39,0.990317705351085,0.2507053094307998,0.030889903291563558
40,0.9900023714292858,0.27573068826641345,0.030649080868808184
41,0.9904048957634891,0.24799104562892707,0.031814990081796654
42,0.9883993793728099,0.21820187174724429,0.04077139514616325
43,0.9879191991252839,0.24792943284204152,0.03893035036131662
44,0.9902099069610487,0.32940476657135925,0.0302703985662323
45,0.9905779725439109,0.35358466893472007,0.02787766579237614
46,0.990861726468337,0.3814639922912737,0.027346685175872975
47,0.9910294678181822,0.3699390666139646,0.027822318340338333
48,0.9894225441813245,0.4509707643087756,0.03257347367394291
49,0.992047296499802,0.6411438287174714,0.02105820870396867
50,0.9927909817892924,0.6933319942284893,0.019236667037798034
51,0.9932774604450156,0.7136550871389473,0.01775742763907999
52,0.9938513439730478,0.7346859074139654,0.016687900043222587
53,0.9915772820675767,0.6307300639950177,0.024277528067706663
54,0.9911004475644024,0.6781297447493122,0.023946315040909813
55,0.99202618312663,0.7001558844970643,0.022065207252978936
56,0.9937282805947306,0.7527784789914214,0.01692630493454665
57,0.9936086706142223,0.746311806145408,0.016737228406184565
58,0.9939564694412187,0.7707560407114953,0.016180230682544778
59,0.9948913949112624,0.7841904340493204,0.013819647056107604
60,0.9935091077911231,0.7276589758401816,0.017950337329063416
61,0.9847105580922202,0.40816935647364117,0.07307186047560035
62,0.9960002014464129,0.47296224807515846,0.013629889854319293
63,0.9971064256067692,0.6790053258579292,0.008716295738508675
64,0.9986144472821668,0.24447702663318585,0.005866912241541588
65,0.9991089685325332,0.19684979486510878,0.003083824195017431
66,0.9957914435026695,0.3801113974856574,0.023014371093491245
67,0.9877351671106676,0.42502535476842346,0.053667328228407044
68,0.9902442312253039,0.3416871755047461,0.039535745111316786
69,0.990136108767248,0.26032535435043136,0.031476602943990226
70,0.9901160109970483,0.3410354926264676,0.029688948945597468
71,0.9914908314993129,0.3861004100923234,0.024739087649311483
72,0.9907203091698653,0.36315293075700944,0.028821033195907373
73,0.9883762170601745,0.3036454461806307,0.038719838157642066
74,0.9894523375698321,0.36524177882734227,0.03231298754155566
75,0.9901906659176936,0.4044197862982859,0.02925716826264454
76,0.991581294767165,0.4618813114623539,0.02436485180348476
77,0.9915802029529348,0.4610866592373782,0.02456027551331803
78,0.9910778088094983,0.4649284051572705,0.026117462004815045
79,0.9920906086502541,0.6345533287180074,0.023349615638769677
80,0.993898758027482,0.7558339649696019,0.016153285607559895
81,0.9948011689874333,0.793669435199654,0.013943190574529108
82,0.9949881393980914,0.793544631581926,0.013520069858137486
83,0.9945996186588931,0.7835562467174393,0.014622744921987368
84,0.9928758957343277,0.716611745443169,0.020072513982019913
85,0.9929189309026408,0.7547460969535605,0.018947212294391554
86,0.9936683724585968,0.7684060675705165,0.017458649583741208
87,0.9945706311170059,0.7985774749305903,0.014728404700569681
88,0.9952129689726164,0.8184409172393229,0.01272241223236532
89,0.9952186481749459,0.8176614585606439,0.013080221459040857
90,0.9954318917341429,0.8148728706390561,0.012344756971756186
91,0.9947508502137443,0.7950213734390391,0.014336338901939484
92,0.9854803706131348,0.4102715714891003,0.06712748862850587
93,0.9965924992358192,0.5953705404489522,0.01118214679074833
94,0.9976863080145992,0.7343988002873281,0.007497174695253066
95,0.9991302667738617,0.21697006630870638,0.002901236084158813
96,0.9990837219695878,0.22120702640425596,0.002903749562825504
97,0.9947482041707073,0.4457271130507026,0.030054699546544498
98,0.9895537487899556,0.5580552918814561,0.04193572045906502
99,0.990579159102376,0.3139989370104701,0.03669970826926692
100,0.990015096874464,0.30529992547578066,0.030365905728515007
101,0.9912872039093745,0.40639286248453516,0.025485270769125705
102,0.9910154846295193,0.40319776021579534,0.02619398249238117
103,0.9910297402080113,0.4146829664584645,0.026364014854100008
104,0.989152613309104,0.36684238158895627,0.03475145107969279
105,0.9891764222495798,0.4019968729606056,0.03286638197650011
106,0.991248771650553,0.46202598809937595,0.02555564986139788
107,0.9917254521770019,0.48802834742386114,0.02355700962844236
108,0.9912434990527452,0.4822881832828452,0.025492622880956953
109,0.9920074848091779,0.534173107322351,0.024270954838084637
110,0.9935490116682177,0.7319511571904075,0.01798022259449712
111,0.9948367979637085,0.7984142331286015,0.013917578494516504
112,0.995986130236172,0.8395081823328487,0.011023070398932997
113,0.9954630953149084,0.8244519446907547,0.012154570752653188
114,0.9949868018803935,0.80815624088728,0.013696019695599602
