epoch,acc,f1,loss
0,0.9882805055949603,0.0007332692535094754,0.05527876918362304
1,0.994421172260387,0.0,0.03571473505845145
2,0.9944216555565951,0.0,0.03402547777277948
3,0.994457367647288,0.0,0.03133328498040435
4,0.9945112092451439,4.925195535113203e-05,0.028559384636233382
5,0.9944145578004865,0.0008183835318778981,0.02772974587323558
6,0.9944030482815714,0.00288130878850714,0.025928982354425294
7,0.9944726846698307,0.005992171937683665,0.023639308828228588
8,0.9944370482373259,0.014254273534015784,0.022078080191831547
9,0.9943581333342154,0.023010358755811894,0.02134524824743617
10,0.9943590384696825,0.03944040288432964,0.019688008652501282
11,0.994484879713985,0.06784341011836931,0.017417183176729814
12,0.9944179276588591,0.10427386924405173,0.016863105886239686
13,0.9944524796368783,0.12820610689362505,0.01634550310010653
14,0.9945865361024661,0.17389220981686337,0.015039742724730475
15,0.9948849235267232,0.25266645117005654,0.01319582125411951
16,0.994893521409722,0.278131876871792,0.013371821449076999
17,0.995050918639017,0.3180879741796476,0.01291471357126652
18,0.9953777022384699,0.3856434941001174,0.011427465221836892
19,0.9957671124301679,0.4558703789963634,0.010455860893197968
20,0.9957416872402417,0.4581538422329869,0.010777506811167755
21,0.9960914473247602,0.517350464890105,0.009632493085593039
22,0.9965205577404448,0.5792388833350443,0.00860468430120085
23,0.9967041012614954,0.6083451518234853,0.008405526360515265
24,0.9967827868324337,0.6279829677543631,0.008188181613361689
25,0.9970907923098137,0.667201040621587,0.007419927964556219
26,0.9974609030339033,0.7124850482312483,0.006573918943597216
27,0.9975732361808968,0.7319571570447793,0.0063289081539839205
28,0.9975725732441035,0.7328947386369803,0.006311408611857422
29,0.9978669237470497,0.7657947693074852,0.00585402814924575
30,0.9982060959405697,0.8072079089339995,0.004743266619977001
31,0.9981380906235796,0.8012989458013293,0.005071496236326543
32,0.9982670170871518,0.8170891009485052,0.004733770188751157
33,0.9983810813981815,0.8280957099395309,0.00448109051281369
34,0.9985896483493578,0.8515659549241806,0.003960990964253448
35,0.998592888673108,0.8536068236723445,0.003985438834803937
36,0.9986712275233083,0.8618060468709291,0.0037442613841869392
37,0.9988337033000383,0.8811974366308821,0.003276280216658855
38,0.9988983154986917,0.8888889734844063,0.0031579076122811513
39,0.9987921796213182,0.8766673830295181,0.003397541818698252
40,0.998895377922975,0.886645772825065,0.003102743709619484
41,0.9990839816547944,0.9078449659817511,0.0026278758105961007
42,0.9990323404455913,0.9038413115341447,0.002748472245893293
43,0.9990096894918884,0.9009213152867214,0.0028576475405672707
44,0.9990987187971493,0.9100882619466171,0.0026095581318204765
45,0.999214647534592,0.921413844340094,0.0022304653385791812
46,0.9990808895580482,0.9091801930084945,0.0026224624537778615
47,0.9991835368155382,0.9211376691964591,0.0023957011455818197
48,0.9991682131238613,0.9179458267795335,0.0024819223470606945
49,0.999261564634107,0.9271086536017048,0.002138566340409909
50,0.9992522477077778,0.9295480455106248,0.0021774966696540667
51,0.9992306925482939,0.9251203416900291,0.0022048625185731815
52,0.9992529483513443,0.9270727977086858,0.002204628181871833
53,0.9993780389892157,0.940111577366265,0.0018443524371999363
54,0.9993847229901737,0.9413630739289692,0.0018126715927489398
55,0.999345951610864,0.9376903438465566,0.0018943598579715098
56,0.9993722618886391,0.9378300258442585,0.0018437010829550754
57,0.9993581766705838,0.9371675277236367,0.001872658238645847
58,0.9994054639831058,0.9438986129827375,0.0017218130046253563
59,0.9993741612460798,0.9404024806664039,0.0018666066327486619
60,0.9993396291909342,0.9349140192686796,0.0019124268336237296
61,0.9993984158912147,0.9425362149317096,0.001813125614909949
62,0.9994507997555221,0.9491356716425132,0.001631583523211192
63,0.9994741634950305,0.949869610308349,0.0015386356561170288
64,0.9994745154268894,0.9503143370325657,0.0015336262110631567
65,0.9994240688105999,0.9458599295088582,0.0017078315595925252
66,0.9994607669193761,0.9485795929136056,0.0015634691367005982
67,0.9994526059012447,0.9473160409822335,0.0015324066792860344
68,0.99951531158326,0.9541109961643766,0.001382632679089343
69,0.9994982187386608,0.9531197708884585,0.0014937962238122636
70,0.9994334403991503,0.94594079096054,0.0016604188565679258
71,0.999533464841154,0.9548222831468044,0.001373856735316875
72,0.9995019985611838,0.9522261276543462,0.0014293855370074353
73,0.9995328477562058,0.9570244061957057,0.001353384326663396
74,0.9995349916893141,0.9560190831890876,0.00138152128395096
75,0.9995013008309583,0.951944291470426,0.0014863974119561484
76,0.9994985651831756,0.9516546061544444,0.0014748566963835874
77,0.9995882689489153,0.9626578606694386,0.0012397992898007407
78,0.9995673065568176,0.9597460952164162,0.0012276357414556646
79,0.9995627598318781,0.957932223211512,0.0013052210146635055
80,0.9995769839400922,0.960290512894544,0.001286014219587223
81,0.9995640922557856,0.9590269375381146,0.0012892763583593077
82,0.9995460797594009,0.9570400705983205,0.0012813718722529408
83,0.9995985730721991,0.9627786605609396,0.0011227985032891126
84,0.999579620431118,0.9613159041422706,0.0012088766745377594
85,0.9995841723389107,0.9608534965159168,0.001244509142432903
86,0.999550540538404,0.9558608926454245,0.0012974630472304203
87,0.999589884704155,0.9610429977375751,0.0011782845041308514
88,0.9995613634678825,0.9585800781969247,0.0013143647479314288
89,0.9996138940461721,0.9638264407114646,0.0011416464500994018
90,0.9996275814239709,0.9640400132774283,0.0010204627169784002
91,0.9995978849451902,0.961307425030296,0.0012021591809278913
92,0.9996467665664536,0.9681608697843319,0.001054983756679482
93,0.9995500527021485,0.9567905143479951,0.001333446514423505
94,0.9996295443848737,0.964148307947939,0.001055016744176922
95,0.9995792113252658,0.9611026157157271,0.0012050787066452745
96,0.9996182348263876,0.9643013341868549,0.0010958571554743467
97,0.9995057599908238,0.9516160073346766,0.0014765903766066053
98,0.9996528171935186,0.9667967113200603,0.00099681820676428
99,0.9996460097991626,0.9669947675501418,0.0010114028423988074
